user,location,tweet,Tweet_punct
kmsmcd2003,Georgia,RT @IAmDawnM: @realDonaldTrump Fun fact: a baby was shot in the face in Texas yesterday. No good guys with guns intervened. Thoughts and pr…,RT IAmDawnM realDonaldTrump Fun fact a baby was shot in the face in Texas yesterday No good guys with guns intervened Thoughts and pr…
zorad16,,RT @BonniePaulMusic: @realDonaldTrump Liberty https://t.co/zyofdeWWpO,RT BonniePaulMusic realDonaldTrump Liberty httpstcozyofdeWWpO
o_existence,,"RT @carrielh81: @realDonaldTrump I don’t care what the haters, liberals, Democrats have to say. Your a good man @realDonaldTrump and you di…",RT carrielh realDonaldTrump I don’t care what the haters liberals Democrats have to say Your a good man realDonaldTrump and you di…
o_existence,,RT @GretchenVander8: @realDonaldTrump WE STAND BY YOU IN MONTHS TO COME TRUTH WILL BE REVEALED! OUR HEARTS OUR SADDENED BY THE CRUEL EFFORT…,RT GretchenVander realDonaldTrump WE STAND BY YOU IN MONTHS TO COME TRUTH WILL BE REVEALED OUR HEARTS OUR SADDENED BY THE CRUEL EFFORT…
o_existence,,"RT @MatthewJshow: @realDonaldTrump GREATEST PRESIDENT EVER!

LEADERSHIP WHEN IT COUNTS!!","RT MatthewJshow realDonaldTrump GREATEST PRESIDENT EVER

LEADERSHIP WHEN IT COUNTS"
o_existence,,RT @caelisangelus: @realDonaldTrump Happy to have u back dear Mr President but pls check this out: a policeman is telling the confused peop…,RT caelisangelus realDonaldTrump Happy to have u back dear Mr President but pls check this out a policeman is telling the confused peop…
BLWray,"Perryton, Texas",@realDonaldTrump should not be banned from Twitter. Bring #twitter to it’s knees. #Trumpisstillmypresident #Texit #FreeSpeech,realDonaldTrump should not be banned from Twitter Bring twitter to it’s knees Trumpisstillmypresident Texit FreeSpeech
ddennis63,United States,RT @TexasGal_98: @realDonaldTrump @starsandstripes A Verbal or Physical Threat to our American Military is a Threat to every American! You…,RT TexasGal realDonaldTrump starsandstripes A Verbal or Physical Threat to our American Military is a Threat to every American You…
HoustonsNewNews,Texan | Netizen | Earth,RT @HoustonsNewNews: @realDonaldTrump Ahhh. There's the pivot. What white nationalist domestic terrorists? Let's focus on trade and militar…,RT HoustonsNewNews realDonaldTrump Ahhh Theres the pivot What white nationalist domestic terrorists Lets focus on trade and militar…
HoustonsNewNews,Texan | Netizen | Earth,"RT @HoustonsNewNews: @realDonaldTrump @kilmeade @foxandfriends As the nation tries to steady itself....

The President emerges from his bun…","RT HoustonsNewNews realDonaldTrump kilmeade foxandfriends As the nation tries to steady itself

The President emerges from his bun…"
kandy_grahm,"Tucson, AZ","RT @JeffreyGuterman: @realDonaldTrump In future, all mentions of name Trump will be removed from public spaces, some of his descendants wil…",RT JeffreyGuterman realDonaldTrump In future all mentions of name Trump will be removed from public spaces some of his descendants wil…
SmashMediaMiami,,RT @SmashMediaMiami: @realdonaldtrump @EricTrump @DonaldJTrumpJr @IvankaTrump @GOP  @SenateGOP @HouseGOP @GOPLeader @SenJohnKennedy @replou…,RT SmashMediaMiami realdonaldtrump EricTrump DonaldJTrumpJr IvankaTrump GOP  SenateGOP HouseGOP GOPLeader SenJohnKennedy replou…
SmashMediaMiami,,RT @SmashMediaMiami: @realdonaldtrump @EricTrump @DonaldJTrumpJr @IvankaTrump @GOP  @SenateGOP @HouseGOP @GOPLeader @SenJohnKennedy @replou…,RT SmashMediaMiami realdonaldtrump EricTrump DonaldJTrumpJr IvankaTrump GOP  SenateGOP HouseGOP GOPLeader SenJohnKennedy replou…
ReezReno, USA/Mexico,RT @ReezReno: @realDonaldTrump So do something about it. All ABC agencies work for you. Like on the Apprentice tell them You're Fired,RT ReezReno realDonaldTrump So do something about it All ABC agencies work for you Like on the Apprentice tell them Youre Fired
RealTheoAndDora,United States,"@RealDonaldTrump, you are a bully with a bloody nose! #FromToilet2Twitter #FlushTheToiletOnDonaldTrump",RealDonaldTrump you are a bully with a bloody nose FromToiletTwitter FlushTheToiletOnDonaldTrump
koko_fung,"Vancouver,B.C.,Canada",RT @ivyjofreeman: @realDonaldTrump you may try and undo everything the real President @BarackObama has done but your actions elevate him hi…,RT ivyjofreeman realDonaldTrump you may try and undo everything the real President BarackObama has done but your actions elevate him hi…
DeeKaye13017110,"Egg Harbor City, NJ",RT @Phillip2020Vote: @realDonaldTrump It’s that important- https://t.co/90Cte2Lm2s,RT PhillipVote realDonaldTrump It’s that important httpstcoCteLms
RainbowHeart888,,RT @RainbowHeart888: @realDonaldTrump @POTUS Hawley presses Zuckerberg on whistleblower complaint alleging Facebook coordination with Twitt…,RT RainbowHeart realDonaldTrump POTUS Hawley presses Zuckerberg on whistleblower complaint alleging Facebook coordination with Twitt…
BroTown4lyfe,,@realDonaldTrump eat my ass you dirty bitch #MAGA #MAGATerrorist #LockHimUp,realDonaldTrump eat my ass you dirty bitch MAGA MAGATerrorist LockHimUp
LorenzoHans1,"Cape Town, South Africa","@RealDonaldTrump and @SecPompeo big talk no action. They know any nuclear war will be the end of #Isreal, #America… https://t.co/VvV7DXB3WM",RealDonaldTrump and SecPompeo big talk no action They know any nuclear war will be the end of Isreal America… httpstcoVvVDXBWM
BroTown4lyfe,,@realDonaldTrump eat my ass you dirty bitch #maga #MAGATerrorist #lifeafterlockup,realDonaldTrump eat my ass you dirty bitch maga MAGATerrorist lifeafterlockup
i_mdb_2021,East Of Pch,@realDonaldTrump  @rupertmurdoch @BillGates @HallieJackson @craigmelvin solid up chance for dt well deserved well done thank Christmas,realDonaldTrump  rupertmurdoch BillGates HallieJackson craigmelvin solid up chance for dt well deserved well done thank Christmas
Mks64205851,,@realDonaldTrump @KremlinRussia_E @narendramodi @EmmanuelMacron @AbeShinzo @netanyahu @iingwen @sanchezcastejon… https://t.co/01rDW4ls4g,realDonaldTrump KremlinRussiaE narendramodi EmmanuelMacron AbeShinzo netanyahu iingwen sanchezcastejon… httpstcorDWlsg
RainbowHeart888,,RT @RainbowHeart888: @realDonaldTrump I was ILLEGALLY Denied the Right to Search &amp; Seizure Warrants under U.S. Patriot Act Fl Crim Code 933…,RT RainbowHeart realDonaldTrump I was ILLEGALLY Denied the Right to Search amp Seizure Warrants under US Patriot Act Fl Crim Code …
wassuhdud1,,RT @adrian_quirarte: @realDonaldTrump “But just in case. I spoke to my Antifa operative in Portland and she said the ones going to DC are g…,RT adrianquirarte realDonaldTrump “But just in case I spoke to my Antifa operative in Portland and she said the ones going to DC are g…
Starshu,North Carolina,@realDonaldTrump you 😡 lost because you’re a loser and a coward!,realDonaldTrump you 😡 lost because you’re a loser and a coward
Mks64205851,,@realDonaldTrump @KremlinRussia_E @narendramodi @EmmanuelMacron @AbeShinzo @netanyahu @iingwen @sanchezcastejon… https://t.co/dDlMWumtiy,realDonaldTrump KremlinRussiaE narendramodi EmmanuelMacron AbeShinzo netanyahu iingwen sanchezcastejon… httpstcodDlMWumtiy
johnettesnuggs,"Arkansas, USA","RT @lynnv378: @realDonaldTrump @jaketapper A #MAGABomber just tried to assassinate Tom Steyer in your honor Mr. Donald ""Al Bagdadi Bin Lade…",RT lynnv realDonaldTrump jaketapper A MAGABomber just tried to assassinate Tom Steyer in your honor Mr Donald Al Bagdadi Bin Lade…
ABCClothing,Florida,"RT @ScottPresler: @realDonaldTrump I fully support you. 

Thank you for putting Americans ahead of illegal aliens.","RT ScottPresler realDonaldTrump I fully support you 

Thank you for putting Americans ahead of illegal aliens"
mainmanjr,Rehoboth Beach Baby,"@realDonaldTrump 
CNN
NYT
WaPo
MSNBC
AP
Reuters
ABC
CBS
NBC
NPR
Hannity
Fox News

Rush to Impeachment carries unint… https://t.co/3zs8OO5840","realDonaldTrump 
CNN
NYT
WaPo
MSNBC
AP
Reuters
ABC
CBS
NBC
NPR
Hannity
Fox News

Rush to Impeachment carries unint… httpstcozsOO"
ShaharAziz1,,"RT @HeshmatAlavi: @realDonaldTrump Mr. President,
I believe all Americans should know that Team Biden has close contact with members of #Ir…","RT HeshmatAlavi realDonaldTrump Mr President
I believe all Americans should know that Team Biden has close contact with members of Ir…"
unilarry1528,"Azusa, CA","@realDonaldTrump - ""What I said was totally appropriate!"" The impeachment is BAD for the country.  Trump remains st… https://t.co/3ZXX0xhLIu",realDonaldTrump  What I said was totally appropriate The impeachment is BAD for the country  Trump remains st… httpstcoZXXxhLIu
abstengel,,"@realDonaldTrump @POTUS 
In 8 days... https://t.co/jO6RcvYMki","realDonaldTrump POTUS 
In  days httpstcojORcvYMki"
SWORDMAIDEN,USA,@realDonaldTrump is My President! https://t.co/wMLMnkjqjm,realDonaldTrump is My President httpstcowMLMnkjqjm
tamanegii3,Tamag0cho,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99,RT shawgerald realDonaldTrump Thank you President TRUMP httpstcoLKdkTFL
mlreeves57,,@realDonaldTrump TWITTER..... WHO GAVE YOU THE RIGHT TO GO AGAINST THE FIRST AMENDMENT?  WHAT HAPPENED TO FREEDOM O… https://t.co/K1tC7foE65,realDonaldTrump TWITTER WHO GAVE YOU THE RIGHT TO GO AGAINST THE FIRST AMENDMENT  WHAT HAPPENED TO FREEDOM O… httpstcoKtCfoE
GolrooAbbas,Islamic Republic of Iran,"@realDonaldTrump,August 2019 looking up to the sky &amp; saying:""I am the chosen one""
Yes,you were indeed a chosen one,… https://t.co/FvKJxyJpUM","realDonaldTrumpAugust  looking up to the sky amp sayingI am the chosen one
Yesyou were indeed a chosen one… httpstcoFvKJxyJpUM"
richcasa,"Grapevine, Texas","@realDonaldTrump
With Merrick Garland pick, Biden signals stark contrast with Trump on Justice Department

https://t.co/2wNLO8aLmg","realDonaldTrump
With Merrick Garland pick Biden signals stark contrast with Trump on Justice Department

httpstcowNLOaLmg"
TwoSpirits6,"Vehicle City, Michigan, USA",@realDonaldTrump fuck you and FUCK YOU TWITTER!  I called someone an idiot and was banished from twitter for 30 day… https://t.co/kIjPjW77Kf,realDonaldTrump fuck you and FUCK YOU TWITTER  I called someone an idiot and was banished from twitter for  day… httpstcokIjPjWKf
jmcnama3,,@realDonaldTrump Release you Tax information.,realDonaldTrump Release you Tax information
Kerred,"University Place, Wa",RT @vinod_d007: @realDonaldTrump Hillary Clinton was right! https://t.co/wtUFvqS3XP,RT vinodd realDonaldTrump Hillary Clinton was right httpstcowtUFvqSXP
tamanegii3,Tamag0cho,"RT @PlaysTrumpCard: @realDonaldTrump We support you because we know your heart is in the right place, and greatly appreciate what an incred…",RT PlaysTrumpCard realDonaldTrump We support you because we know your heart is in the right place and greatly appreciate what an incred…
MukkiSralliv,"Brussels, Belgium/FtL, FL USA",RT @IAmDawnM: @realDonaldTrump Fun fact: a baby was shot in the face in Texas yesterday. No good guys with guns intervened. Thoughts and pr…,RT IAmDawnM realDonaldTrump Fun fact a baby was shot in the face in Texas yesterday No good guys with guns intervened Thoughts and pr…
Mks64205851,,@realDonaldTrump @KremlinRussia_E @narendramodi @EmmanuelMacron @AbeShinzo @netanyahu @iingwen @sanchezcastejon… https://t.co/0BIGvoai6W,realDonaldTrump KremlinRussiaE narendramodi EmmanuelMacron AbeShinzo netanyahu iingwen sanchezcastejon… httpstcoBIGvoaiW
angelbabie2828,Washington,RT @angelbabie2828: @realDonaldTrump You need to be impeach,RT angelbabie realDonaldTrump You need to be impeach
MarissaLanza20,,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
fredjcollins,Canada,"@realDonaldTrump 
Well then, why don't you address the people who are getting so angry and tell them it is nothing… https://t.co/PsCNm22rHg","realDonaldTrump 
Well then why dont you address the people who are getting so angry and tell them it is nothing… httpstcoPsCNmrHg"
JackCLV777,"Nevada, USA",@realDonaldTrump speaking today from Alamo... Coincidence?😊,realDonaldTrump speaking today from Alamo Coincidence😊
FluffyDoom,"Philadelphia, PA USA",RT @IAmDawnM: @realDonaldTrump Fun fact: a baby was shot in the face in Texas yesterday. No good guys with guns intervened. Thoughts and pr…,RT IAmDawnM realDonaldTrump Fun fact a baby was shot in the face in Texas yesterday No good guys with guns intervened Thoughts and pr…
Bobbyxswag360,nuketown,@realdonaldtrump hello mr president tell barron hi he go to my class in school,realdonaldtrump hello mr president tell barron hi he go to my class in school
Mks64205851,,@realDonaldTrump @KremlinRussia_E @narendramodi @EmmanuelMacron @AbeShinzo @netanyahu @iingwen @sanchezcastejon… https://t.co/cSfG9uYOPT,realDonaldTrump KremlinRussiaE narendramodi EmmanuelMacron AbeShinzo netanyahu iingwen sanchezcastejon… httpstcocSfGuYOPT
al_dente_123,,"@realDonaldTrump has dragged American down to his level: weak, dysfunctional, clownish 🤡

Thanks @gop @senatemajldr… https://t.co/Z4FIhFlQzP","realDonaldTrump has dragged American down to his level weak dysfunctional clownish 🤡

Thanks gop senatemajldr… httpstcoZFIhFlQzP"
Otis74835223,,@realDonaldTrump Pelosi is on CHINA'S Payroll too. Last February she was down in China Town Smoozing with the Chine… https://t.co/tdmccdJlmB,realDonaldTrump Pelosi is on CHINAS Payroll too Last February she was down in China Town Smoozing with the Chine… httpstcotdmccdJlmB
reaISteveBannon,"Washington, DC",@realDonaldTrump Everyone’s calling me the “real president.” How does that feel?,realDonaldTrump Everyone’s calling me the “real president” How does that feel
LibelTrump,"New York, NY","@RealDonaldTrump has rubbed his penis on the inside of a used hot dog bun, per sources https://t.co/LGqheRArH0",RealDonaldTrump has rubbed his penis on the inside of a used hot dog bun per sources httpstcoLGqheRArH
utterlybasil,"Silver Spring, MD",RT @Deadspin: @realDonaldTrump Go fuck yourself.,RT Deadspin realDonaldTrump Go fuck yourself
2point8million,United States,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,realDonaldTrump You lost the popular vote by more than  million Sad
Sanjeev91095242,,"RT @EveryoneLies17: @realDonaldTrump Threats to attack the Presidential Inauguration.

Exactly as they threatened to attack the Capital.…","RT EveryoneLies realDonaldTrump Threats to attack the Presidential Inauguration

Exactly as they threatened to attack the Capital…"
Terri2cat,"Oregon, USA","RT @fuzzone99: @realDonaldTrump A word from #SkankyVanky
https://t.co/peXz5OWbSE","RT fuzzone realDonaldTrump A word from SkankyVanky
httpstcopeXzOWbSE"
EcosiaOrg,Washington D.C.,@realdonaldtrump should have won the 2020 presedential election!! @joebiden cheated!!😡,realdonaldtrump should have won the  presedential election joebiden cheated😡
ketchuponmymilk,"Oklahoma City, OK",@realdonaldtrump are you getting my tweets? Where my stimulus check? Walmart just restocked PS5s 😤,realdonaldtrump are you getting my tweets Where my stimulus check Walmart just restocked PSs 😤
IDefensor,"chula vista,ca.","RT @murray_nyc: @realDonaldTrump Meet the new president of the USA, Joe Biden, who will be sworn into office on January 20, 2021! https://t…",RT murraynyc realDonaldTrump Meet the new president of the USA Joe Biden who will be sworn into office on January   httpst…
shaunpcanavan,"Brisbane, Queensland","@realDonaldTrump
When people pkedge allegiance to a man over party or country, they are no longer Republicans they… https://t.co/LLH06WpGSS","realDonaldTrump
When people pkedge allegiance to a man over party or country they are no longer Republicans they… httpstcoLLHWpGSS"
kriklyn_vee,Earth One,RT @glamelegance: @realDonaldTrump Not good enough. Donald Trump needs to tell his supporters to LEAVE the #USCapitol peacefully now. #Trum…,RT glamelegance realDonaldTrump Not good enough Donald Trump needs to tell his supporters to LEAVE the USCapitol peacefully now Trum…
JohnnyDChaos,,@realDonaldTrump sign of the times https://t.co/qe0gE4s29q,realDonaldTrump sign of the times httpstcoqegEsq
PerezM361KS,Parts uknown,"RT @BillCady4: @realDonaldTrump. If you truley want to help the lower class who make 20,000 a yr if that. Why not help us who are in forclo…",RT BillCady realDonaldTrump If you truley want to help the lower class who make  a yr if that Why not help us who are in forclo…
maggiie01,,RT @maggiie01: @realDonaldTrump Thank u for firing the Vindman boys! LtColVindman is a TRAITOR NOT A HERO! FIND OUT WHY...WATCH GLEN BECK'S…,RT maggiie realDonaldTrump Thank u for firing the Vindman boys LtColVindman is a TRAITOR NOT A HERO FIND OUT WHYWATCH GLEN BECKS…
ZugarPlume,psychic channel,"RT @ZugarPlume: @realDonaldTrump 
Don, its Oracle...","RT ZugarPlume realDonaldTrump 
Don its Oracle"
ZugarPlume,psychic channel,RT @ZugarPlume: @realDonaldTrump Any of those other Hardworking Americans have a huge strange delay in their tax refund....just saying empl…,RT ZugarPlume realDonaldTrump Any of those other Hardworking Americans have a huge strange delay in their tax refundjust saying empl…
ZugarPlume,psychic channel,"RT @ZugarPlume: @realDonaldTrump I'm not scared of Donny.  Nah, he hates everybody, therefore you can't trust him.  Funny thing is.  Alot o…",RT ZugarPlume realDonaldTrump Im not scared of Donny  Nah he hates everybody therefore you cant trust him  Funny thing is  Alot o…
CestrumNocturn1,"Fresno, CA","RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
lchuncho97,,"@realdonaldtrump if you watching this please Free My Twin  @KodakBlack1k 
#Freekodak #KodakBlack https://t.co/fdSslkDo9T","realdonaldtrump if you watching this please Free My Twin  KodakBlackk 
Freekodak KodakBlack httpstcofdSslkDoT"
schwaid,"Ca. Grandpa for Ruby, Violet ","@realDonaldTrump  🚨 
Warning to Donald Trump, GOP @DonaldJTrumpJr, Giuliani, @tedcruz @HawleyMO @MoInTheHouse… https://t.co/pUvzJCCtMq","realDonaldTrump  🚨 
Warning to Donald Trump GOP DonaldJTrumpJr Giuliani tedcruz HawleyMO MoInTheHouse… httpstcopUvzJCCtMq"
NikkiDLewis,"Onion Lake 119-1, Saskatchewan","RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
gorbzinnik,,RT @strnnk_: @realDonaldTrump It’s time for @TwitterSafety to ban Trump from Twitter for spreading false information about US elections.,RT strnnk realDonaldTrump It’s time for TwitterSafety to ban Trump from Twitter for spreading false information about US elections
DanaGardd,Atlanta Ga,@realDonaldTrump Love you because you love America!,realDonaldTrump Love you because you love America
slappy724,"Key West, Fl",@realdonaldtrump is a true fucking idiot - i hope all of uy go down with him - you are all the dumbest fucks god let walk the earth,realdonaldtrump is a true fucking idiot  i hope all of uy go down with him  you are all the dumbest fucks god let walk the earth
LaDashesse,,RT @ThePresObama: @realDonaldTrump What I didn’t do was put a war criminal on the world stage to make him relevant and then tell him I love…,RT ThePresObama realDonaldTrump What I didn’t do was put a war criminal on the world stage to make him relevant and then tell him I love…
WayUpNorthEast,,@realDonaldTrump Spkr. Pelosi is spot on by impeaching you AGAIN. Stop whining and sending dog whistles to your dep… https://t.co/2LSynUbAlr,realDonaldTrump Spkr Pelosi is spot on by impeaching you AGAIN Stop whining and sending dog whistles to your dep… httpstcoLSynUbAlr
arata_joka,100 gecs tree,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
tarran78,,@realDonaldTrump is OUR President. https://t.co/OxoupDdd1G,realDonaldTrump is OUR President httpstcoOxoupDddG
owen_sa,@Owen_SA,"@realDonaldTrump 
I understand your decision &amp;isuport you Mr,Trump","realDonaldTrump 
I understand your decision ampisuport you MrTrump"
LaDashesse,,RT @ThePresObama: @realDonaldTrump Good boy. https://t.co/C67eD3VlcD,RT ThePresObama realDonaldTrump Good boy httpstcoCeDVlcD
BillyHeym,,"RT @BillyHeym: @realDonaldTrump He knows (everybody knows) that Biden didn’t win.
The courts won’t hear the cases precisely because they kn…","RT BillyHeym realDonaldTrump He knows everybody knows that Biden didn’t win
The courts won’t hear the cases precisely because they kn…"
Keke202010,"Lettsworth,La","@realDonaldTrump 

Mr. Donald Trump
I just want you to know that I am with you. 
The Lord is with you. He never lef… https://t.co/1nMhwMZyDq","realDonaldTrump 

Mr Donald Trump
I just want you to know that I am with you 
The Lord is with you He never lef… httpstconMhwMZyDq"
ulfkastner,"Austin, TX, USA.","@realDonaldTrump Your characterization of your own words and actions as ""totally appropriate"" and at frequent earli… https://t.co/5uDrkjRrUH",realDonaldTrump Your characterization of your own words and actions as totally appropriate and at frequent earli… httpstcouDrkjRrUH
Coyote10073,United States,RT @ScheirmanPeter: @realDonaldTrump Coming soon. https://t.co/ji62vG3QOV,RT ScheirmanPeter realDonaldTrump Coming soon httpstcojivGQOV
AppleSaucey311,"New Haven, CT","RT @EricWolfson: @realDonaldTrump I didn’t realize that Make America Great Again meant returning to the social unrest of 1968, the economic…",RT EricWolfson realDonaldTrump I didn’t realize that Make America Great Again meant returning to the social unrest of  the economic…
RepMoe,"Albuquerque, New Mexico",RT @RepMoe: @realDonaldTrump Being American means advanced citizenship. #Trump &amp; those comfortable w/ #authoritarianism simply don't unders…,RT RepMoe realDonaldTrump Being American means advanced citizenship Trump amp those comfortable w authoritarianism simply dont unders…
mainmanjr,Rehoboth Beach Baby,"@realDonaldTrump 
CNN
NYT
WaPo
MSNBC
AP
Reuters
ABC
CBS
NBC
NPR
Hannity
Fox News

Who is inciting the VIOLENCE?
Nan… https://t.co/rBUDOLWelH","realDonaldTrump 
CNN
NYT
WaPo
MSNBC
AP
Reuters
ABC
CBS
NBC
NPR
Hannity
Fox News

Who is inciting the VIOLENCE
Nan… httpstcorBUDOLWelH"
JbaumannD,,"@realDonaldTrump trumps first time talking since he caused an insurrection, does he say anything to calm his people… https://t.co/r6TlsQRy9C",realDonaldTrump trumps first time talking since he caused an insurrection does he say anything to calm his people… httpstcorTlsQRyC
Michellec2014,"Aloha, OR","RT @Kenny_Sowellfan: @realDonaldTrump “There’s only two places where socialism works. Heaven, where they don’t need it and Hell, where they…",RT KennySowellfan realDonaldTrump “There’s only two places where socialism works Heaven where they don’t need it and Hell where they…
Michellec2014,"Aloha, OR","RT @Kenny_Sowellfan: @realDonaldTrump ""Violence on both sides is bad. But I didn't hear anything out of Biden or Harris' mouth all summer a…",RT KennySowellfan realDonaldTrump Violence on both sides is bad But I didnt hear anything out of Biden or Harris mouth all summer a…
MLGMohammed1,,"@realDonaldTrump should be our president for the next four years and still be on Twitter, I've been a fan of Twitte… https://t.co/lWABr1wFvy",realDonaldTrump should be our president for the next four years and still be on Twitter Ive been a fan of Twitte… httpstcolWABrwFvy
LucasSummers44,"Philadelphia, PA",@realDonaldTrump can’t do this.,realDonaldTrump can’t do this
Engylin,,RT @murray_nyc: @realDonaldTrump Mitt Romney is the ONLY Republican Senator in Congress who gets any credit for standing up to Trump long b…,RT murraynyc realDonaldTrump Mitt Romney is the ONLY Republican Senator in Congress who gets any credit for standing up to Trump long b…
routeofthesun,,RT @MichaelRapaport: @realDonaldTrump @sendavidperdue You dumb animal,RT MichaelRapaport realDonaldTrump sendavidperdue You dumb animal
collectiveUV,los angeles,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
skingenicslisa,"Nashville, TN",@realDonaldTrump Let’s pray for our President all day today ❤️🤍💙,realDonaldTrump Let’s pray for our President all day today ❤️🤍💙
sophianictract,UK,RT @DemocratsUp: @realDonaldTrump @GovLarryHogan saying Maryland's National Guard was repeatedly denied authorization to deploy to defend C…,RT DemocratsUp realDonaldTrump GovLarryHogan saying Marylands National Guard was repeatedly denied authorization to deploy to defend C…
ThatGuyEdub,"Jacksonville, Florida",@realDonaldTrump tweet through it. https://t.co/LoQktnGdX1,realDonaldTrump tweet through it httpstcoLoQktnGdX
wirequeen6,,"RT @Kenny_Sowellfan: @realDonaldTrump “There’s only two places where socialism works. Heaven, where they don’t need it and Hell, where they…",RT KennySowellfan realDonaldTrump “There’s only two places where socialism works Heaven where they don’t need it and Hell where they…
carpediemtexas,,RT @ArlineR02240310: @realDonaldTrump Texas is going to initiate vote on secession  as per Kyle beiderman.,RT ArlineR realDonaldTrump Texas is going to initiate vote on secession  as per Kyle beiderman
LukeFouquier,"Mississippi, USA","RT @lynnv378: @realDonaldTrump @jaketapper A #MAGABomber just tried to assassinate Tom Steyer in your honor Mr. Donald ""Al Bagdadi Bin Lade…",RT lynnv realDonaldTrump jaketapper A MAGABomber just tried to assassinate Tom Steyer in your honor Mr Donald Al Bagdadi Bin Lade…
n_beiner,"Iowa, USA","RT @lynnv378: @realDonaldTrump @jaketapper A #MAGABomber just tried to assassinate Tom Steyer in your honor Mr. Donald ""Al Bagdadi Bin Lade…",RT lynnv realDonaldTrump jaketapper A MAGABomber just tried to assassinate Tom Steyer in your honor Mr Donald Al Bagdadi Bin Lade…
LindaMaryGG,,"RT @Kenny_Sowellfan: @realDonaldTrump “There’s only two places where socialism works. Heaven, where they don’t need it and Hell, where they…",RT KennySowellfan realDonaldTrump “There’s only two places where socialism works Heaven where they don’t need it and Hell where they…
ParadOxTheOry31,Toledo ohio,RT @ParadOxTheOry31: @realDonaldTrump That's great for you lol however it's not going to work as I told Biblical prophecy says that you'll…,RT ParadOxTheOry realDonaldTrump Thats great for you lol however its not going to work as I told Biblical prophecy says that youll…
TampaWoman1965,,"RT @lynnv378: @realDonaldTrump @jaketapper A #MAGABomber just tried to assassinate Tom Steyer in your honor Mr. Donald ""Al Bagdadi Bin Lade…",RT lynnv realDonaldTrump jaketapper A MAGABomber just tried to assassinate Tom Steyer in your honor Mr Donald Al Bagdadi Bin Lade…
Mike71Ferguson,,RT @Mike71Ferguson: @realDonaldTrump 😂😂😂😂twisted tea dog https://t.co/pCDthju3Gq,RT MikeFerguson realDonaldTrump 😂😂😂😂twisted tea dog httpstcopCDthjuGq
Mike71Ferguson,,"RT @Mike71Ferguson: @realDonaldTrump 400000 Americans dead COVID 
Swine flu 12,000 https://t.co/JAyjpAIgWG","RT MikeFerguson realDonaldTrump  Americans dead COVID 
Swine flu  httpstcoJAyjpAIgWG"
lynnv378,"East Stroudsburg, PA","RT @lynnv378: @realDonaldTrump @jaketapper A #MAGABomber just tried to assassinate Tom Steyer in your honor Mr. Donald ""Al Bagdadi Bin Lade…",RT lynnv realDonaldTrump jaketapper A MAGABomber just tried to assassinate Tom Steyer in your honor Mr Donald Al Bagdadi Bin Lade…
reaISteveBannon,"Washington, DC","@realDonaldTrump You’re nothing, Donald. You always have been.",realDonaldTrump You’re nothing Donald You always have been
NKarkowsky,,"@realDonaldTrump Mr President, Please create a social media platform, maybe with Parler &amp; Israeli tech expertise, t… https://t.co/NJbMp3jSFD",realDonaldTrump Mr President Please create a social media platform maybe with Parler amp Israeli tech expertise t… httpstcoNJbMpjSFD
db5277,,RT @WDCreports: @realDonaldTrump LIAR! You did not call out The National Guard. You’re going down in flames.,RT WDCreports realDonaldTrump LIAR You did not call out The National Guard You’re going down in flames
MissDoozy,,"RT @MissDoozy: @realDonaldTrump Learn how these sleazy right wing illiterate #GOP #Trump cons like Don Junior, get to be in the The New Yor…",RT MissDoozy realDonaldTrump Learn how these sleazy right wing illiterate GOP Trump cons like Don Junior get to be in the The New Yor…
ZaleskiLuke,,RT @ZaleskiLuke: @realDonaldTrump in fairness he did predict pattinson and stewart wouldnt last,RT ZaleskiLuke realDonaldTrump in fairness he did predict pattinson and stewart wouldnt last
BLee25720688,,"@realDonaldTrump STOO BEING A TODDLER, CONCEED!",realDonaldTrump STOO BEING A TODDLER CONCEED
philbuchan,"Coquitlam, British Columbia","RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
